_Sr No.,World Ranking,Germany Ranking,_University Name,University Name,Course Type,Course Name,Course World Ranking,Teaching language,_language Req.,_Admission without IELTS/TOFEL,Required German Grade,GRE,Tution Fee (Per semester),Beginning Semester,Application DeadLine,Duration,Go to course website,Submit application to,_Daad SIte,Updated By,Checked By,Post writing ,Comment
54,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Biological Sciences (Master of Science),,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4745/,,,,
106,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Computer and Information Science (MSc),,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4249/,,,,
164,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Economics (Master of Science),,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4042/,,,,
421,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Life Science (Master of Science),,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4704/,,,,
706,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Master's Degree in Multilingualism,,English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6208/,,,,
1108,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Anthropology and Sociology (Master of Arts),,German&English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4778/,,,,
1228,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Mathematical Finance (Master of Science),,German&English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4112/,,,,
1321,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Nanoscience (Master of Science),,English,,,,,,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6363/,,,,
85,461,39,University of Konstanz,<a href="https://howtoabroad.com/university-of-konstanz/" title="University of Konstanz" target="_blank" >University of Konstanz</a>",Master's degree,Chemistry (Master of Science),30 (For Chemistry),English,,,,,varied,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6350/,,,,
1351,2964,115,Hochschule Mannheim - University of Applied Sciences,<a href="https://howtoabroad.com/university-of-mannheim/" title="Hochschule Mannheim - University of Applied Sciences" target="_blank" >Hochschule Mannheim - University of Applied Sciences</a>,Bachelor's degree,Electrical Engineering with a Focus on Automation and Industrial Internet of Things (BSc),,English&German,,,,,"1.500,00",Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3618/,,,,
1352,2964,115,Hochschule Mannheim - University of Applied Sciences,<a href="https://howtoabroad.com/university-of-mannheim/" title="Hochschule Mannheim - University of Applied Sciences" target="_blank" >Hochschule Mannheim - University of Applied Sciences</a>,Bachelor's degree,Electrical Engineering with a Focus on Power Engineering and Renewable Energies (BSc),,English&German,,,,,"1.500,00",Winter,,7 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3617/,,,,
67,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Books — Literature — Culture — Language: National and Transnational Studies (MA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4097/,,,,
70,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,British& American and Postcolonial Studies (MA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4053/,,,,
97,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Comparative Public Governance,,English,,,,,"2.083,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6912/,,,,
260,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Geospatial Technologies (MSc),,English,,,,,varied,Winter,,3 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3862/,,,,
533,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master of Data Science (part-time MSc),,English,,,,,"4.250,00",Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7061/,,,,
537,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master of German Law (LLM),,German,,,,,none,Winter& Summer,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3638/,,,,
747,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master's Programme in Visual Anthropology& Media and Documentary Practices,,English,,,,,"1.908,00",Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4671/,,,,
904,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Social Anthropology / Sozialanthropologie,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4510/,,,,
918,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Sports& Exercise and Human Performance,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5212/,,,,
1010,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Bachelor's degree,Bachelor of Science: Human Movement in Sports and Exercise,,English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4497/,,,,
1152,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,European Master in Classical Cultures (EMCC),,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4052/,,,,
1306,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master of Science in Public Sector Innovation and eGovernance (PIONEER),,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4838/,,,,
1423,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4316/,,,,
1453,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,PhD / Doctorate,Doctoral Programme in Law (Doctor Juris),,German,,,,,,Any time,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3637/,,,,
1455,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,PhD / Doctorate,Evolutionary Processes in Adaptation and Disease (DFG Research Training Group 2220 EvoPAD),,English,,,,,,Any time,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4792/,,,,
1466,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,PhD / Doctorate,Münster Graduate School of Evolution (MGSE),,English,,,,,,Any time,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4586/,,,,
623,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master of Science in Geophysics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6983/,,,Phase 3,
625,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master of Science in Information Systems,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4010/,,,Phase 3,
692,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Master's degree,Master of Science Mathematics Münster,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6568/,,,Phase 3,
1395,182,14,University of Munster,<a href="https://howtoabroad.com/university-of-munster/" title="University of Münster" target="_blank" >University of Münster</a>,Short course,Geoinformatics (MSc),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3877/,,,Phase 6,
196,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Engineering of Socio-Technical Systems,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7040/,,,Phase 2,
662,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Master of Science in Neuroscience,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4672/,,,Phase 4,
874,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Postgraduate Programme Renewable Energy (MSc),,English,,,,,"1.000,00",Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3773/,,,,
889,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Research Master of Neurocognitive Psychology,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4712/,,,,
956,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Water and Coastal Management,,English,,,,,varied,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7034/,,,,
1216,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Master of Science in Engineering Physics,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3746/,,,,
1273,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,European Wind Energy Master (EWEM),,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4444/,,,,
1294,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Master's degree,Master of Arts in Management of Technology Enhanced Learning,,English,,,,,,Winter& Summer,,5 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7109/,,,,
1336,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Bachelor's degree,Bachelor of Engineering in Engineering Physics,,German&English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3772/,,,,
1347,742,53,University of Oldenburg,<a href="https://howtoabroad.com/university-of-oldenburg/" title="University of Oldenburg" target="_blank" >University of Oldenburg</a>,Bachelor's degree,Comparative and European Law (Hanse Law School),,German&English,,,,,none,Winter,,8 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7063/,,,,
502,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Arts in Development Studies,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3922/,,,,
549,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Laws in German Law for Foreign Graduates,,German,,,,,none,Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3641/,,,,
576,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Science in Business Administration,,German,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7077/,,,,
590,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Science in Computational Mathematics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5367/,,,Phase 3,
629,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Science in International Economics and Business,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3971/,,,Phase 4,
987,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Bachelor's degree,Bachelor of Arts in Governance and Public Policy,,German,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6285/,,,,
1202,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Arts in European Studies,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3644/,,,,
1204,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Arts in International Cultural and Business Studies,,German&English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4017/,,,,
1211,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,Master of Laws in German and Russian Law,,German&Russian,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5369/,,,,
1333,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Bachelor's degree,Bachelor of Arts in European Studies / Bachelor of Arts in European Studies (Major),,German&English,,,,,none,Winter& Summer,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3642/,,,,
1335,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Bachelor's degree,Bachelor of Arts in International Cultural and Business Studies,,German&English,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3643/,,,,
1408,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Bachelor's degree,,,German,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7076/,,,,
1418,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,,,German,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6298/,,,,
1421,1216,67,University of Passau,<a href="https://howtoabroad.com/university-of-passau/" title="University of Passau" target="_blank" >University of Passau</a>,Master's degree,,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4455/,,,,
130,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Data Science,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5253/,Amar,,Phase 1,
51,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Bioinformatics,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5373/,,,,
92,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Cognitive Systems: Language& Learning& and Reasoning,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6262/,,,,
161,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Economic Policy and Quantitative Methods (EPQM),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7014/,,,,
397,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,International MSc Programme for Experimental and Clinical Linguistics (IECL),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4170/,,,,
422,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Linguistics: Empirical and Theoretical Foundations,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7033/,,,,
487,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Master in Toxicology,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4697/,,,,
557,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Master of Public Management (MPM),,English,,,,,"6.700,00",Winter,,2 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4186/,,,,
833,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,MSc Remote Sensing& geoInformation& and Visualisation (RSIV),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4855/,,,,
563,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Master of Science Ecology& Evolution& and Conservation (EEC),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5665/,,,Phase 3,
1289,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,International War Studies,,English,,,,,,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5365/,,,,
1327,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Bachelor's degree,Applied Cultural and Translation Studies (German-Polish),,German&Other teaching language,,,,,none,Winter,,6 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7016/,,,,
373,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,International Master's / PhD Programme in Clinical Exercise Science (CES),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6099/,,,Phase 4,
600,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Master of Science in Digital Health,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5252/,,,Phase 4,
811,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,MSc Cognitive Science - Embodied Cognition,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4696/,,,Phase 4,
17,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Anglophone Modernities in Literature and Culture,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4325/,,,Phase 5,
32,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Astrophysics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4693/,,,Phase 5,
413,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,Jewish Theology,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5304/,,,Phase 5,
841,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Master's degree,National and International Administration and Policy with Fast-Track Doctoral Stream (MANIA),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5376/,,,Phase 5,
1018,481,40,University of Potsdam,<a href="https://howtoabroad.com/university-of-potsdam/" title="University of Potsdam" target="_blank" >University of Potsdam</a>,Bachelor's degree,Biochemistry and Molecular Biology,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4338/,,,Phase 6,
199,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,English Linguistics (MA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4286/,,,Phase 2,
69,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,British Studies (MA),,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4264/,,,,
156,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,East-West Studies (Ost-West-Studien),,German,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3774/,,,,
473,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Master in European Studies,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5661/,,,,
1172,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Intercultural European Studies,,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6305/,,,,
1245,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Multilingualism and Regionality (MA_MuR),,German&English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6569/,,,,
1324,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,European-American Studies (MA),,English,,,,,,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4432/,,,,
1410,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,,,English,,,,,none,Winter,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4284/,,,,
103,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Computational Science,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6910/,,,Phase 3,
670,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Master of Science in Physics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6301/,,,Phase 3,
700,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Master of Science: Advanced Synthesis & Catalysis,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4691/,,,Phase 3,
55,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Biology,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5294/,,,Phase 5,
739,344,28,University Regensburg,<a href="https://howtoabroad.com/university-of-regensburg/" title="Universität Regensburg" target="_blank" >Universität Regensburg</a>",Master's degree,Master's Programme in Mathematics,,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4657/,,,Phase 5,
105,436,38,University of Rostock,<a href="https://howtoabroad.com/university-of-rostock/" title="University of Rostock" target="_blank" >University of Rostock</a>  "",Master's degree,Computational Science and Engineering (CSE),,English,,,,,none,Winter& Summer,,4 semesters,,,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4593/,,,Phase 2,
